ISOAlpha2;CommodityName;UnitFactor;Concentration;ConcComment;UsedFactor;UsedComment
UZ;Germanium;0;NULL;NULL;0.001;Ge
UZ;Gold;1e-06;7e-06;NULL;0.142857142857143;"National metal contents"
UZ;Lead;0.001;0.05325;NULL;0.001;"By-product of zinc extraction"
UZ;Molybdenum;0.001;4.5e-05;NULL;22.2222222222222;"National metal contents"
UZ;Selenium;0.001;1;NULL;0.001;"By-product of other ores"
UZ;Silver;1e-06;0.0738;NULL;1.3550135501355e-05;"Assumption: same concentration as in Kazakhstan"
UZ;Strontium;0;NULL;NULL;0.001;0
UZ;Tungsten;0.001;0.0047;NULL;0.212765957446809;"National metal contents"
UZ;Uranium;0.001;0.0012;NULL;0.833333333333333;"Assumption: same concentration as in Kazakhstan"
UZ;Zinc;0.001;0.0483;NULL;0.020703933747412;"Global average"
UZ;"Zirconium and Hafnium";0;NULL;NULL;0.001;"By-product of other ores"
UZ;"Ball clay";0;NULL;NULL;0.001;0
UZ;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
UZ;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
UZ;"Fuller's earth";0;NULL;NULL;0.001;0
UZ;Kaolin;0.001;1;NULL;0.001;0
UZ;"Potter clay";0;NULL;NULL;0.001;0
UZ;"Special clay";0;NULL;NULL;0.001;0
UZ;"Slate clay";0;NULL;NULL;0.001;0
UZ;"Industrial sand";0;NULL;NULL;0.001;0
UZ;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
UZ;"Siliceous earth";0;NULL;NULL;0.001;0
UZ;Calcite;0;NULL;NULL;0.001;0
UZ;Chalk;0;NULL;NULL;0.001;0
UZ;"Chert and flint";0;NULL;NULL;0.001;0
UZ;Dolomite;0;NULL;NULL;0.001;0
UZ;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
UZ;Limestone;0;NULL;NULL;0.001;0
UZ;Sandstone;0;NULL;NULL;0.001;0
UZ;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
UZ;"Crushed stone";0;NULL;NULL;0.001;0
UZ;"Peat for agricultural use";0;NULL;NULL;0.001;0
UZ;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
UZ;Amber;0;NULL;NULL;0.001;0
UZ;Barite;0;NULL;NULL;0.001;0
UZ;"Borate minerals";0;NULL;NULL;0.001;0
UZ;Feldspar;0.001;1;NULL;0.001;0
UZ;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
UZ;"Graphite, natural";0;NULL;NULL;0.001;0
UZ;"Iron ore for pigments";0;NULL;NULL;0.001;0
UZ;Magnesite;0;NULL;NULL;0.001;0
UZ;Mica;0;NULL;NULL;0.001;0
UZ;"Ochre and pigment earths";0;NULL;NULL;0.001;0
UZ;"Pegmatite sand";0;NULL;NULL;0.001;0
UZ;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
UZ;Potash;0;NULL;NULL;0.001;K2O
UZ;"Qartz and quartzite";0;NULL;NULL;0.001;0
UZ;"Strontium minerals";0;NULL;NULL;0.001;0
UZ;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
UZ;"Sulphur from pyrites";0;NULL;NULL;0.001;0
UZ;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
UZ;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
UZ;"Talcous slate";0;NULL;NULL;0.001;0
UZ;Asbestos;0;NULL;NULL;0.001;fibre
UZ;Gluesand;0;NULL;NULL;0.001;0
UZ;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
UZ;Perlite;0;NULL;NULL;0.001;0
UZ;"Marble, travertines etc.";0;NULL;NULL;0.001;0
UZ;"Turfaceous rock";0;NULL;NULL;0.001;0
UZ;Asphalt;0;NULL;NULL;0.001;0
UZ;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
UZ;Loam;0;NULL;NULL;0.001;0
UZ;Lavasand;0;NULL;NULL;0.001;0
UZ;"Sand and gravel";0;NULL;NULL;0.001;0
AW;"Construction Minerals nec";0.001;1;NULL;0.001;0
VC;Diatomite;0;NULL;NULL;0.001;0
VC;Cadmium;0;NULL;NULL;0.001;0
VC;Cobalt;0;NULL;NULL;0.001;0
VC;Germanium;0;NULL;NULL;0.001;0
VC;Strontium;0;NULL;NULL;0.001;0
VC;"Ball clay";0;NULL;NULL;0.001;0
VC;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
VC;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
VC;"Fuller's earth";0;NULL;NULL;0.001;0
VC;Kaolin;0;NULL;NULL;0.001;0
VC;"Potter clay";0;NULL;NULL;0.001;0
VC;"Special clay";0;NULL;NULL;0.001;0
VC;"Slate clay";0;NULL;NULL;0.001;0
VC;"Industrial sand";0;NULL;NULL;0.001;0
VC;"Sillica sand (quartzsand)";0;NULL;NULL;0.001;0
VC;"Siliceous earth";0;NULL;NULL;0.001;0
VC;Calcite;0;NULL;NULL;0.001;0
VC;Chalk;0;NULL;NULL;0.001;0
VC;"Chert and flint";0;NULL;NULL;0.001;0
VC;Dolomite;0;NULL;NULL;0.001;0
VC;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";0;NULL;NULL;0.001;0
VC;Limestone;0;NULL;NULL;0.001;0
VC;Sandstone;0;NULL;NULL;0.001;0
VC;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
VC;"Crushed stone";0;NULL;NULL;0.001;0
VC;"Peat for agricultural use";0;NULL;NULL;0.001;0
VC;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
VC;Amber;0;NULL;NULL;0.001;0
VC;Barite;0;NULL;NULL;0.001;0
VC;"Borate minerals";0;NULL;NULL;0.001;0
VC;Feldspar;0;NULL;NULL;0.001;0
VC;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
VC;"Graphite, natural";0;NULL;NULL;0.001;0
VC;"Iron ore for pigments";0;NULL;NULL;0.001;0
VC;Magnesite;0;NULL;NULL;0.001;0
VC;Mica;0;NULL;NULL;0.001;0
VC;"Ochre and pigment earths";0;NULL;NULL;0.001;0
VC;"Pegmatite sand";0;NULL;NULL;0.001;0
VC;"Phosphate rock (natural phosphates)";0;NULL;NULL;0.001;P2O5
VC;Potash;0;NULL;NULL;0.001;K2O
VC;"Qartz and quartzite";0;NULL;NULL;0.001;0
VC;"Strontium minerals";0;NULL;NULL;0.001;0
VC;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
VC;"Sulphur from pyrites";0;NULL;NULL;0.001;0
VC;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
VC;"Talc (steatite, soapstone, pyrophyllite)";0;NULL;NULL;0.001;0
VC;"Talcous slate";0;NULL;NULL;0.001;0
VC;Asbestos;0;NULL;NULL;0.001;fibre
VC;Gluesand;0;NULL;NULL;0.001;0
VC;"Gypsum and anhydrite";0;NULL;NULL;0.001;0
VC;Perlite;0;NULL;NULL;0.001;0
VC;"Marble, travertines etc.";0;NULL;NULL;0.001;0
VC;"Turfaceous rock";0;NULL;NULL;0.001;0
VC;Asphalt;0;NULL;NULL;0.001;0
VC;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
VC;Loam;0;NULL;NULL;0.001;0
VC;Lavasand;0;NULL;NULL;0.001;0
VC;"Sand and gravel";0;NULL;NULL;0.001;0
AU;"Construction Minerals nec";0.001;1;NULL;0.001;0
VE;"Iron ores";0.001;0.46;NULL;0.001;"National metal contents"
VE;"Bauxite (Aluminium)";0.001;0.485;NULL;0.001;"National metal contents"
VE;Diatomite;0;NULL;NULL;0.001;0
VE;Arsenic;0;NULL;NULL;0.001;0
VE;Cadmium;0;NULL;NULL;0.001;0
VE;Cobalt;0;NULL;NULL;0.001;0
VE;Germanium;0;NULL;NULL;0.001;0
VE;Gold;1e-06;1.3e-06;NULL;0.769230769230769;"National metal contents"
VE;Nickel;0.001;0.0198;NULL;0.0505050505050505;"Assumption: same as in Colombia"
VE;Strontium;0;NULL;NULL;0.001;0
VE;"Ball clay";0;NULL;NULL;0.001;0
VE;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;0.001;0
VE;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
VE;"Fuller's earth";0;NULL;NULL;0.001;0
VE;Kaolin;0.001;1;NULL;0.001;0
VE;"Potter clay";0;NULL;NULL;0.001;0
VE;"Special clay";0;NULL;NULL;0.001;0
VE;"Slate clay";0;NULL;NULL;0.001;0
VE;"Industrial sand";0;NULL;NULL;0.001;0
VE;"Sillica sand (quartzsand)";1;1;NULL;1;0
VE;"Siliceous earth";0;NULL;NULL;0.001;0
VE;Calcite;0;NULL;NULL;0.001;0
VE;Chalk;0;NULL;NULL;0.001;0
VE;"Chert and flint";0;NULL;NULL;0.001;0
VE;Dolomite;0;NULL;NULL;0.001;0
VE;"Igneous rock (basalt, basaltic lava, diabase, granite, porphyry, etc.)";1;1;NULL;1;0
VE;Limestone;1;1;NULL;1;0
VE;Sandstone;0;NULL;NULL;0.001;0
VE;"Slate including fill (incl. roof slate)";0;NULL;NULL;0.001;0
VE;"Crushed stone";1;1;NULL;1;0
VE;"Peat for agricultural use";0;NULL;NULL;0.001;0
VE;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;0.001;0
VE;Amber;0;NULL;NULL;0.001;0
VE;Barite;0;NULL;NULL;0.001;0
VE;"Borate minerals";0;NULL;NULL;0.001;0
VE;"Diamonds, gems";2e-07;3.0081e-07;NULL;0.664871513580001;"Global average (unweighted)"
VE;"Diamonds, industrial";2e-10;3.0081e-07;NULL;2e-10;"Global average (unweighted)"
VE;Feldspar;0.001;1;NULL;0.001;0
VE;Fluorspar;0;NULL;NULL;0.001;0
VE;"Graphite, natural";0;NULL;NULL;0.001;0
VE;"Iron ore for pigments";0;NULL;NULL;0.001;0
VE;Magnesite;0;NULL;NULL;0.001;0
VE;Mica;0;NULL;NULL;0.001;0
VE;"Ochre and pigment earths";0;NULL;NULL;0.001;0
VE;"Pegmatite sand";0;NULL;NULL;0.001;0
VE;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;0
VE;Potash;0;NULL;NULL;0.001;0
VE;"Qartz and quartzite";0;NULL;NULL;0.001;0
VE;"Strontium minerals";0;NULL;NULL;0.001;0
VE;Sulphur;0.001;1;NULL;0.001;0
VE;"Sulphur from pyrites";0;NULL;NULL;0.001;0
VE;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
VE;"Talc (steatite, soapstone, pyrophyllite)";0.001;NULL;NULL;0.001;0
VE;"Talcous slate";0;NULL;NULL;0.001;0
VE;Asbestos;0;NULL;NULL;0.001;fibre
VE;Gluesand;0;NULL;NULL;0.001;0
VE;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
VE;Perlite;0;NULL;NULL;0.001;0
VE;"Marble, travertines etc.";0;NULL;NULL;0.001;0
VE;"Turfaceous rock";0;NULL;NULL;0.001;0
VE;Asphalt;0;NULL;NULL;0.001;0
VE;"Common clay, clay for bricks etc.";0;NULL;NULL;0.001;0
VE;Loam;0;NULL;NULL;0.001;0
VE;Lavasand;0;NULL;NULL;0.001;0
VE;"Sand and gravel";1;1;NULL;1;0
AT;"Construction Minerals nec";0.001;1;NULL;0.001;0
VG;Cadmium;0;NULL;NULL;0.001;0
VG;Cobalt;0;NULL;NULL;0.001;0
VG;Germanium;0;NULL;NULL;0.001;0
VG;Strontium;0;NULL;NULL;0.001;0
VG;"Strontium minerals";0;NULL;NULL;0.001;0
AS;"Construction Minerals nec";0.001;1;NULL;0.001;0
VI;Cadmium;0;NULL;NULL;0.001;0
VI;Cobalt;0;NULL;NULL;0.001;0
VI;Germanium;0;NULL;NULL;0.001;0
VI;Strontium;0;NULL;NULL;0.001;0
VI;"Strontium minerals";0;NULL;NULL;0.001;0
AR;"Construction Minerals nec";0.001;1;NULL;0.001;0
VN;"Iron ores";0.001;0.428888889;NULL;0.001;"Regional average"
VN;"Bauxite (Aluminium)";0.001;0.38575;NULL;0.001;"regional average"
VN;Diatomite;0.001;1;NULL;0.001;0
VN;Cadmium;0;NULL;NULL;0.001;0
VN;Chromium;0.001;0.406545455;NULL;0.001;"regional average"
VN;Cobalt;0;NULL;NULL;0.001;0
VN;Copper;0.001;0.0052;NULL;0.192307692307692;"Regional average"
VN;Germanium;0;NULL;NULL;0.001;0
VN;Gold;1e-06;1e-05;NULL;0.1;"Global average data, upper concentration in middle range of Au ores "
VN;Lead;0.001;0.05325;NULL;0.001;"By-product of zinc extraction"
VN;Strontium;0;NULL;NULL;0.001;0
VN;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
VN;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other mining"
VN;Tungsten;0.001;0.00515;NULL;0.194174757281553;"Global average"
VN;Zinc;0.001;0.0483;NULL;0.020703933747412;"Global average"
VN;"Zirconium and Hafnium";0.001;1;NULL;0.001;"By-product of other ores"
VN;"Ball clay";0;NULL;NULL;0.001;0
VN;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
VN;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0;NULL;NULL;0.001;0
VN;"Fuller's earth";0;NULL;NULL;0.001;0
VN;Kaolin;0.001;1;NULL;0.001;0
VN;"Sillica sand (quartzsand)";1;1;NULL;1;"Sand, sillica and quartz"
VN;Limestone;1;1;NULL;1;"Limestone flux and calcareous stone"
VN;"Crushed stone";1;1;NULL;1;0
VN;Barite;0.001;1;NULL;0.001;0
VN;"Borate minerals";0;NULL;NULL;0.001;0
VN;Feldspar;0.001;1;NULL;0.001;0
VN;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
VN;"Iron ore for pigments";1;1;NULL;1;0
VN;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
VN;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
VN;"Qartz and quartzite";0;NULL;NULL;0.001;0
VN;"Strontium minerals";0;NULL;NULL;0.001;0
VN;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
VN;"Sulphur from pyrites";0;NULL;NULL;0.001;0
VN;"Sulphur as a by-product of natural gas etc.";0;NULL;NULL;0.001;0
VN;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
VN;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
AO;"Construction Minerals nec";0.001;1;NULL;0.001;0
VU;Cadmium;0;NULL;NULL;0.001;0
VU;Cobalt;0;NULL;NULL;0.001;0
VU;Germanium;0;NULL;NULL;0.001;0
VU;Strontium;0;NULL;NULL;0.001;0
VU;"Strontium minerals";0;NULL;NULL;0.001;0
AN;"Construction Minerals nec";0.001;1;NULL;0.001;0
WS;Cadmium;0;NULL;NULL;0.001;0
WS;Cobalt;0;NULL;NULL;0.001;0
WS;Germanium;0;NULL;NULL;0.001;0
WS;Strontium;0;NULL;NULL;0.001;0
WS;"Strontium minerals";0;NULL;NULL;0.001;0
AM;"Construction Minerals nec";0.001;1;NULL;0.001;0
YE;Cadmium;0;NULL;NULL;0.001;0
YE;Cobalt;0;NULL;NULL;0.001;0
YE;Germanium;0;NULL;NULL;0.001;0
YE;Strontium;0;NULL;NULL;0.001;0
YE;"Strontium minerals";0;NULL;NULL;0.001;0
YE;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
AL;"Construction Minerals nec";0.001;1;NULL;0.001;0
YU;"Iron ores";0.001;0.46;NULL;0.001;"Global average"
YU;"Bauxite (Aluminium)";0.001;1;NULL;0.001;"0"
YU;Diatomite;0.001;1;NULL;0.001;0
YU;Antimony;0.001;1;NULL;0.001;"By-product of other mining"
YU;Bismuth;0.001;1;NULL;0.001;"By-product of other ores"
YU;Cadmium;0.001;1;NULL;0.001;"By-product of other ores"
YU;Chromium;1;0.373;NULL;2.680965147;"Global average"
YU;Cobalt;0;NULL;NULL;0.001;0
YU;Copper;0.001;0.00640625;NULL;0.15609756097561;"regional average"
YU;Germanium;0;NULL;NULL;0.001;0
YU;Gold;1e-06;6e-06;NULL;0.166666666666667;"Regional average Assumption same as in Serbia"
YU;Lead;0.001;0.024;"based on Serbian metal contents in crude Pb ores (2,4 %)";0.001;"By-product of zinc extraction"
YU;Magnesium;0.001;1;NULL;0.001;"0"
YU;Manganeese;0.001;0.18;NULL;0.001;"Regional average assumption same as in Bosnia"
YU;Mercury;1e-06;0.03;NULL;3.33333333333333e-05;"Global average upper concentration in middle range of Hg ores (3 %)"
YU;Nickel;0.001;1;NULL;0.001;"By-product of other ores"
YU;"Platinum-group (PGM)";1e-06;1;NULL;1e-06;"By-products of other ores (Copper and Nickel)"
YU;Selenium;0.001;1;NULL;0.001;"By-product of other ores"
YU;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
YU;Strontium;0;NULL;NULL;0.001;0
YU;Uranium;0.001;0.002;NULL;0.5;"Global average"
YU;Zinc;0.001;0.023;"based on Serbian metal contents in crude Zn ores (2,3 %)";0.0434782608695652;"Global average"
YU;"Ball clay";0.001;1;NULL;0.001;0
YU;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
YU;Kaolin;0.001;1;NULL;0.001;0
YU;"Sillica sand (quartzsand)";1;1;NULL;1;"Sand, silica and quartz"
YU;Chalk;1;1;NULL;1;0
YU;Limestone;1;1;NULL;1;"Limestone flux and calcareous stone"
YU;Barite;0.001;1;NULL;0.001;0
YU;Feldspar;0.001;1;NULL;0.001;0
YU;"Iron ore for pigments";0.001;1;NULL;0.001;0
YU;Magnesite;0.001;1;NULL;0.001;0
YU;Mica;0.001;1;NULL;0.001;0
YU;"Strontium minerals";0;NULL;NULL;0.001;0
YU;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
YU;"Sulphur from pyrites";0.001;1;NULL;0.001;0
YU;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
YU;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
YU;Asbestos;0.001;1;NULL;0.001;0
YU;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
YU;"Marble, travertines etc.";0;NULL;NULL;2.55;0
YU;"Sand and gravel";1;1;NULL;1;"Gravel and crushed stone"
AI;"Construction Minerals nec";0.001;1;NULL;0.001;0
ZA;"Iron ores";0.001;0.633;NULL;0.001;"National metal contents"
ZA;Diatomite;0.001;NULL;NULL;0.001;0
ZA;Antimony;0.001;1;NULL;0.001;"By-product of gold ores "
ZA;Beryllium;0.001;NULL;NULL;0.001;0
ZA;Cadmium;0;NULL;NULL;0.001;0
ZA;Chromium;0.001;0.44;NULL;0.001;"National metal contents"
ZA;Cobalt;0.001;1;NULL;0.001;"By-product of nickel ores "
ZA;Copper;0.001;0.01;NULL;0.1;"National metal contents "
ZA;Germanium;0;NULL;NULL;0.001;0
ZA;Gold;1e-06;4.5187e-06;NULL;0.221302587027242;"National metal contents"
ZA;Lead;0.001;0.05325;NULL;0.010011214;"based on assumptions of lead/zinc coupled production"
ZA;Lithium;0;NULL;NULL;0.001;0
ZA;Magnesium;0;NULL;NULL;0.001;0
ZA;Manganeese;0.001;0.4393;NULL;0.001;"National metal contents"
ZA;Mercury;0;NULL;NULL;1e-06;0
ZA;Molybdenum;0;NULL;NULL;0.526315789473684;"average global metal contents in molybdenum ores (0,19%)"
ZA;Nickel;0.001;1;NULL;0.001;"By-product of PGM and Copper ores"
ZA;"Platinum-group (PGM)";1e-06;1e-05;NULL;0.1;"metal content of PGM crude ores (0,001%)"
ZA;"Rare Earths Metals";0.001;NULL;NULL;0.001;0
ZA;Selenium;0;NULL;NULL;0.001;"By-product of other ores"
ZA;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
ZA;Strontium;0;NULL;NULL;0.001;0
ZA;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
ZA;"Titanium (incl/ Ilmenite and Rutile)";0.001;1;NULL;0.001;"By-product of other ores"
ZA;Tungsten;0;NULL;NULL;0.2;"average global metal contents in tungsten ores (0,24-0,79%)"
ZA;Uranium;0.001;0.002;NULL;0.5;"Global average"
ZA;Vanadium;0.001;1;NULL;0.001;"By-product of other ores"
ZA;Zinc;0.001;0.0225;NULL;0.011839107;"based on assumptions of lead/zinc coupled production"
ZA;"Zirconium and Hafnium";0.001;1;NULL;0.001;"By-product of other ores"
ZA;"Ball clay";0;NULL;NULL;0.001;0
ZA;"Bentonite, sepiolite and attapulgite";0.001;1;NULL;0.001;0
ZA;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0.001;1;NULL;0.001;0
ZA;"Fuller's earth";0.001;NULL;NULL;0.001;0
ZA;Kaolin;0.001;1;NULL;0.001;0
ZA;"Potter clay";0;NULL;NULL;0.001;0
ZA;"Special clay";0;NULL;NULL;0.001;0
ZA;"Slate clay";0;NULL;NULL;0.001;0
ZA;"Industrial sand";0;NULL;NULL;0.001;0
ZA;"Sillica sand (quartzsand)";1;1;NULL;1;0
ZA;"Siliceous earth";0;NULL;NULL;0.001;0
ZA;Calcite;0.001;1;NULL;0.001;0
ZA;Limestone;1;1;NULL;1;"Limestone flux and calcareous stone"
ZA;"Slate including fill (incl. roof slate)";0.001;1;NULL;0.001;0
ZA;"Crushed stone";1;1;NULL;1;0
ZA;"Peat for agricultural use";0;NULL;NULL;0.001;0
ZA;"Abrasives, natural (puzzolan, pumice, volcanic cinder etc.)";0;NULL;NULL;1;0
ZA;Amber;0;NULL;NULL;0.001;0
ZA;Barite;0.001;NULL;NULL;0.001;0
ZA;"Borate minerals";0;NULL;NULL;0.001;0
ZA;"Diamonds, gems";2e-07;4.81434e-08;NULL;4.15425582738236;"National average (unweighted)"
ZA;"Diamonds, industrial";2e-10;4.81434e-08;NULL;2e-10;"National average (unweighted)"
ZA;Feldspar;0.001;1;NULL;0.001;0
ZA;Fluorspar;0.001;1;NULL;0.001;"intead of forming sand"
ZA;"Graphite, natural";0;NULL;NULL;0.001;0
ZA;"Iron ore for pigments";0.001;NULL;NULL;0.001;0
ZA;Magnesite;0.001;1;NULL;0.001;0
ZA;Mica;0.001;1;NULL;0.001;0
ZA;"Ochre and pigment earths";0;NULL;NULL;0.001;0
ZA;"Pegmatite sand";0;NULL;NULL;0.001;0
ZA;"Phosphate rock (natural phosphates)";0.001;1;NULL;0.001;P2O5
ZA;Potash;0;NULL;NULL;0.001;"K2O; BGS reports for some countries K2O content in 'potassic salts', 'nitrate', or 'chloride'"
ZA;"Qartz and quartzite";0;NULL;NULL;0.001;0
ZA;"Strontium minerals";0;NULL;NULL;0.001;0
ZA;Sulphur;0;NULL;NULL;0.001;"elem. And ind. Sulfur"
ZA;"Sulphur from pyrites";0.001;1;NULL;0.001;0
ZA;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
ZA;"Talc (steatite, soapstone, pyrophyllite)";0.001;1;NULL;0.001;0
ZA;"Talcous slate";0;NULL;NULL;0.001;0
ZA;Asbestos;0.001;1;NULL;0.001;"fibre; BGS reports sometimes chrysotile and Amphibole"
ZA;"Gypsum and anhydrite";0.001;1;NULL;0.001;0
ZA;Perlite;0.001;1;NULL;0.001;0
ZA;"Marble, travertines etc.";0;NULL;NULL;1;0
ZA;Asphalt;1;1;NULL;1;0
AG;"Construction Minerals nec";0.001;1;NULL;0.001;0
ZM;Beryllium;0.001;1;NULL;0.001;"By-product of other ores"
ZM;Cadmium;0;NULL;NULL;0.001;0
ZM;Cobalt;0.001;1;NULL;0.001;"By-product of copper ores"
ZM;Copper;0.001;0.0099;NULL;0.101010101010101;"Global average "
ZM;Germanium;0;NULL;NULL;0.001;0
ZM;Gold;1e-06;4e-06;NULL;0.25;"Global average"
ZM;Lead;0.001;0.05325;NULL;0.001;"By-product of zinc extraction"
ZM;Manganeese;0.001;NULL;NULL;0.001;"global metal contents in manganeese ores (29,70%)"
ZM;Nickel;0.001;0.0055;NULL;0.181818181818182;"National metal contents"
ZM;Selenium;0.001;1;NULL;0.001;"By-product of other ores"
ZM;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
ZM;Strontium;0;NULL;NULL;0.001;0
ZM;Tin;0;NULL;NULL;66.6666666666667;"average global metal contents of tin ores (1,5%)"
ZM;Zinc;0.001;0.0483;NULL;0.020703933747412;"Global average"
ZM;"Sillica sand (quartzsand)";1;1;NULL;1;0
ZM;Feldspar;0.001;NULL;NULL;0.001;0
ZM;"Strontium minerals";0;NULL;NULL;0.001;0
ZM;"Sulphur from pyrites";0;NULL;NULL;0.001;0
ZM;"Sulphur as a by-product of natural gas etc.";0.001;1;NULL;0.001;0
ZM;"Talc (steatite, soapstone, pyrophyllite)";0.001;NULL;NULL;0.001;0
ZM;"Gypsum and anhydrite";0.001;NULL;NULL;0.001;0
ZM;"Common clay, clay for bricks etc.";0.001;1;NULL;0.001;0
ZM;"Sand and gravel";1;1;NULL;1;0
AF;"Construction Minerals nec";0.001;1;NULL;0.001;0
ZW;"Iron ores";0.001;0.5;NULL;0.001;"National metal contents"
ZW;"Bauxite (Aluminium)";0.001;NULL;NULL;0.001;"average metal contents in ores for Africa (53%)"
ZW;Antimony;0.001;0.05;NULL;0.02;"Global average"
ZW;Arsenic;0.001;NULL;NULL;0.001;0
ZW;Beryllium;0.001;NULL;NULL;0.001;0
ZW;Cadmium;0;NULL;NULL;0.001;0
ZW;Chromium;0.001;0.46;NULL;0.001;"National metal contents"
ZW;Cobalt;0.001;1;NULL;0.001;"By-product of nickel ores "
ZW;Copper;0.001;0.0099;NULL;0.101010101010101;"Global average "
ZW;Germanium;0;NULL;NULL;0.001;0
ZW;Gold;1e-06;6.2e-06;NULL;0.161290322580645;"National metal contents"
ZW;Lithium;0.001;0.0135;NULL;0.001;"National metal contents"
ZW;Nickel;0.001;0.0055;NULL;0.181818181818182;"National metal contents"
ZW;"Niobium + Tantalum";0.001;1;NULL;0.001;"By-product of feldspar extraction"
ZW;"Platinum-group (PGM)";1e-06;1e-05;NULL;0.1;"metal content of PGM crude ores (0,001%)"
ZW;Silver;1e-06;0.0003;NULL;0.00333333333333333;"Global average"
ZW;Strontium;0;NULL;NULL;0.001;0
ZW;Tin;0.001;0.015;NULL;0.0666666666666667;"Global average"
ZW;Tungsten;0.001;0.00515;NULL;0.194174757281553;"Global average"
ZW;"Bentonite, sepiolite and attapulgite";0;NULL;NULL;1;0
ZW;"Fire, refactory and flint clay, Andalusite, kyanite and sillimanite (all Al-containing)";0.001;1;NULL;0.001;0
ZW;Kaolin;0.001;NULL;NULL;0.001;0
ZW;Limestone;1;1;NULL;1;0
ZW;"Crushed stone";1;1;NULL;1;0
ZW;Barite;0.001;1;NULL;0.001;0
ZW;"Borate minerals";0;NULL;NULL;0.001;0
ZW;"Diamonds, gems";2e-07;4.65e-07;NULL;0.43010752688172;"National average (unweighted)"
ZW;"Diamonds, industrial";0;4.65e-07;NULL;2e-10;"National average (unweighted)"
ZW;Feldspar;0.001;1;NULL;0.001;0
ZW;Fluorspar;0;NULL;NULL;0.001;"intead of forming sand"
ZW;"Graphite, natural";0.001;1;NULL;0.001;0
ZW;"Iron ore for pigments";0.001;NULL;NULL;0.001;0
ZW;Magnesite;0.001;1;NULL;0.001;0
ZW;Mica;0.001;NULL;NULL;0.001;0
